train_loss,train_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,learning_rate
0.8935748869275363,0.6261139093374661,0.7704206171489897,0.6984126984126984,0.5419912434122649,0.5411453950826056,0.5162079510703365,0.6608591815931266,0.0001
0.5270036921996287,0.7985277024409144,0.7360016641162691,0.6984126984126984,0.5729339165457986,0.59843856797022,0.567188031212656,0.7052021578158004,0.0001
0.39181183701751304,0.861294072065091,0.7670534183108617,0.780952380952381,0.693603823659202,0.703559378803846,0.6960825183047405,0.7813489900262387,0.0001
0.2636033333015276,0.9054629988376598,0.6988922187260219,0.7428571428571429,0.651446926705994,0.6893501839461695,0.6610601732552952,0.7441052709345393,0.0001
0.18307139806186723,0.936458736923673,1.0887838401964733,0.7555555555555555,0.7045614730628608,0.6949271159255718,0.6909211182422107,0.7616119157534493,0.0001
0.16548310959814871,0.9380085238279736,1.260219349546565,0.7682539682539683,0.6839706897251654,0.6772628374275312,0.6803364769896211,0.7678988345316946,0.0001
0.11500256384316224,0.9600929872142581,1.109346225053545,0.7587301587301587,0.6958568738229755,0.7138652658982046,0.6968433176587898,0.7700897508562322,0.0001
0.08507247061599645,0.9686168151879117,1.4399268093326736,0.7555555555555555,0.6828893084399691,0.6340307221418905,0.6525400644085487,0.7426419142904421,0.0001
0.0568733102779479,0.9825648973266176,1.1872447183385255,0.7619047619047619,0.6663649135666728,0.6579439964926327,0.6575982803500788,0.7542863999398771,5e-05
0.020278282900886083,0.9957380860131732,1.1207106719473525,0.7873015873015873,0.7086043360433605,0.6904481424296144,0.6988980392982835,0.7842558320546689,5e-05
0.014065230515861652,0.9965129794653235,1.224353665621981,0.7841269841269841,0.7226040951621181,0.6630422055023187,0.686802497913609,0.7735402868736201,5e-05
0.015138831973964971,0.9949631925610228,1.4343973062385524,0.765079365079365,0.6803566639849826,0.6413891135455726,0.6527604527604528,0.751012551012551,5e-05
