train_loss,train_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,learning_rate
1.0142895503821923,0.5269275474622239,0.9086399490871127,0.5746031746031746,0.47490530303030304,0.4604405449490369,0.39999197011108495,0.5782700392671872,0.001
1.0021113707362475,0.5606354126307632,0.9687754267737979,0.5968253968253968,0.48473641524736416,0.5022931320409447,0.40200786867453536,0.5829853156837284,0.001
0.9965532132240748,0.5796203022084463,0.9319325711992051,0.6063492063492063,0.4627017677865135,0.510822461311396,0.45928408547574384,0.6126056493434844,0.001
0.9746255319463056,0.5877566834560248,0.8950979792882525,0.6222222222222222,0.4967594109012386,0.5089429698796657,0.495352352600678,0.6467118624312372,0.001
0.9605667093889235,0.5955056179775281,0.8197594937824068,0.6507936507936508,0.4958892242342947,0.4755265816511313,0.467478435413218,0.6421095343196792,0.001
0.9631515685461696,0.5962805114296784,0.9127824399206373,0.6126984126984127,0.5778685701762625,0.5356365408861549,0.4816289270946492,0.630184842900726,0.001
0.96497444825226,0.616427741185587,0.8076260907309396,0.6793650793650794,0.551766011347696,0.5621917778376863,0.5371928014415062,0.69438254812052,0.001
0.9580889036377379,0.5974428516079039,0.8592052423764789,0.6412698412698413,0.5142857142857142,0.5355510351907676,0.486474597662991,0.6486486851386855,0.001
0.9512268744989312,0.6082913599380085,1.0851609835549005,0.4,0.41111111111111115,0.4289532087782217,0.3525160623011158,0.4376229512061714,0.001
0.9445181971647535,0.6082913599380085,0.8911162414248027,0.6476190476190476,0.5810547775871293,0.553698938258897,0.5009882657948389,0.6576705532738203,0.001
0.9379636288289643,0.614103060829136,0.8099184865043276,0.7174603174603175,0.6562668158448547,0.5359529664213144,0.49866119474591875,0.6800803746246622,0.001
0.921563928046923,0.6183649748159628,0.8357810949522352,0.6952380952380952,0.5725891790407919,0.582833506250902,0.5583784319809907,0.7077268925943866,0.0005
0.917777097026584,0.6214645486245641,0.9581508271277897,0.5015873015873016,0.48458994708994707,0.4799668869663723,0.4265075612593343,0.5472990141683151,0.0005
0.9114513616144357,0.6245641224331654,0.8102908649141827,0.6634920634920635,0.5236449332285938,0.5255152807391613,0.47771564531868466,0.6497893500788142,0.0005
0.9106486931368161,0.6222394420767144,0.9096916446610103,0.6063492063492063,0.5208903235219025,0.5550534138285039,0.5131506111898269,0.6406334889995021,0.0005
0.9126121766204198,0.6226268888027896,0.8001012552352179,0.6793650793650794,0.5652131556386876,0.5670563438962821,0.5370078381711486,0.6881539642732006,0.00025
0.9014363085886435,0.637737311119721,0.800859867201911,0.6984126984126984,0.5697330447330448,0.5735754723917359,0.5434958704778824,0.7031913518979285,0.00025
0.8964371122809539,0.6334753971328942,0.8716229230638535,0.6222222222222222,0.5175293305728088,0.5547958074978147,0.5081668592640379,0.6464491969194164,0.00025
0.8833128329812441,0.6396745447500969,0.7842725763245234,0.6984126984126984,0.5781522127381787,0.5760077554210339,0.5426651003717095,0.7001083876835689,0.00025
0.8873259553332885,0.6358000774893452,0.791891930973719,0.7523809523809524,0.6478707976268953,0.6459911716731068,0.6460895092840313,0.7536420930109777,0.00025
0.8828271862288308,0.6249515691592405,0.7681638244598631,0.6825396825396826,0.5515764644684505,0.5456368948906262,0.5268463405637048,0.6874417519672389,0.00025
0.8986755779712341,0.6338628438589694,0.7972213465069967,0.6825396825396826,0.5562428397975653,0.5720314682743916,0.5413624294917312,0.6953532050400042,0.00025
0.8943909858373282,0.6315381635025185,0.7779529881855798,0.6698412698412698,0.5160816912972086,0.5166379378422611,0.4938737788392961,0.6648760622093955,0.00025
0.8805209232457429,0.6292134831460674,0.8091182177028958,0.6793650793650794,0.5640378197997775,0.5652547334482486,0.5236146815195659,0.6857608710436475,0.00025
0.8802043611067573,0.642386671832623,0.7821026548506722,0.6984126984126984,0.5754878639707502,0.5851062149569612,0.5489055243381601,0.7049511747292098,0.00025
0.8694478271082361,0.6416117783804727,0.7922954042752584,0.6984126984126984,0.5791199572942881,0.5851062149569612,0.548983031295457,0.7052148912370229,0.000125
0.8705270639319421,0.644711352189074,0.7792306828120398,0.6952380952380952,0.569511285601711,0.5825633736081497,0.5408133604433707,0.6982278617427641,0.000125
0.8652941301690197,0.6485858194498256,0.8161994169628809,0.6698412698412698,0.5569617746088334,0.5694270846097917,0.5250013321255395,0.6807492550669404,0.000125
0.8752862412492604,0.637737311119721,0.7981023322968256,0.7015873015873015,0.5760947168015231,0.5785505967698454,0.5496435386430693,0.7080906619404929,0.000125
0.8573696111718244,0.647036032545525,0.8448334404400417,0.6507936507936508,0.5489474203413239,0.5562417796077086,0.5090588423921757,0.6654007955595257,6.25e-05
0.8551740892309405,0.649360712901976,0.8075829532411364,0.6857142857142857,0.5613823205356386,0.5809703534870801,0.5392680039327138,0.6934841317341935,6.25e-05
